age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,Customer_ID,Transaction_Date,Transaction_Amount,Subscription_Status
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2023-12-14,242.35,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-06-28,315.05,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-11-08,292.25,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2023-02-15,379.81,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2023-03-26,244.29,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-08-16,221.0,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-07-14,199.76,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-11-09,162.63,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2024-10-21,142.2,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2023-05-10,180.49,no
41,technician,married,secondary,no,2576,yes,yes,cellular,8,may,296,5,361,11,failure,no,35949,2023-10-04,201.52,no
31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,unknown,no,35950,2023-09-15,1.39,no
31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,unknown,no,35950,2024-01-20,0.92,no
31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,unknown,no,35950,2024-06-13,0.91,no
52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,no,35951,2024-04-30,103.57,no
52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,no,35951,2024-10-23,110.61,no
52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,no,35951,2024-08-17,126.46,no
48,technician,married,tertiary,no,443,yes,no,cellular,8,may,235,2,-1,0,unknown,no,35952,2024-03-25,54.03,no
48,technician,married,tertiary,no,443,yes,no,cellular,8,may,235,2,-1,0,unknown,no,35952,2023-02-16,30.32,no
48,technician,married,tertiary,no,443,yes,no,cellular,8,may,235,2,-1,0,unknown,no,35952,2024-07-13,35.48,no
48,technician,married,tertiary,no,443,yes,no,cellular,8,may,235,2,-1,0,unknown,no,35952,2023-09-27,49.44,no
45,management,divorced,tertiary,no,2237,yes,no,cellular,8,may,128,3,322,2,failure,no,35953,2024-02-26,328.97,no
45,management,divorced,tertiary,no,2237,yes,no,cellular,8,may,128,3,322,2,failure,no,35953,2023-08-05,115.83,no
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no,35954,2024-06-08,431.15,no
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no,35954,2024-10-30,303.19,no
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no,35954,2023-06-01,163.67,no
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no,35954,2024-11-01,220.98,no
42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no,35954,2024-10-24,312.35,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,35955,2023-05-14,31.67,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,35955,2024-06-22,54.55,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,35955,2024-12-03,38.57,no
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,35955,2024-06-30,42.03,no
59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,1,other,yes,35956,2023-05-23,10.24,yes
59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,1,other,yes,35956,2023-10-16,17.99,yes
47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure,yes,35957,2024-09-23,89.1,yes
47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure,yes,35957,2023-10-02,77.02,yes
47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure,yes,35957,2023-12-22,104.12,yes
34,technician,married,tertiary,no,116,no,no,cellular,8,may,413,2,-1,0,unknown,no,35958,2024-05-26,14.2,no
34,technician,married,tertiary,no,116,no,no,cellular,8,may,413,2,-1,0,unknown,no,35958,2024-02-03,10.27,no
34,technician,married,tertiary,no,116,no,no,cellular,8,may,413,2,-1,0,unknown,no,35958,2023-04-22,15.6,no
24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no,35959,2023-08-30,40.42,no
24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no,35959,2024-01-23,36.46,no
24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no,35959,2023-04-29,37.77,no
51,management,married,tertiary,no,257,yes,no,cellular,8,may,129,2,-1,0,unknown,no,35960,2023-05-20,30.24,no
51,management,married,tertiary,no,257,yes,no,cellular,8,may,129,2,-1,0,unknown,no,35960,2023-07-23,22.79,no
51,management,married,tertiary,no,257,yes,no,cellular,8,may,129,2,-1,0,unknown,no,35960,2024-03-20,30.87,no
51,management,married,tertiary,no,257,yes,no,cellular,8,may,129,2,-1,0,unknown,no,35960,2024-07-18,17.71,no
51,management,married,tertiary,no,257,yes,no,cellular,8,may,129,2,-1,0,unknown,no,35960,2024-04-08,22.26,no
38,management,divorced,tertiary,no,637,yes,no,cellular,8,may,295,2,343,1,other,no,35961,2024-07-15,43.14,no
38,management,divorced,tertiary,no,637,yes,no,cellular,8,may,295,2,343,1,other,no,35961,2023-06-30,48.17,no
28,blue-collar,single,primary,no,16,yes,no,cellular,8,may,217,7,-1,0,unknown,no,35962,2024-06-09,1.42,no
28,blue-collar,single,primary,no,16,yes,no,cellular,8,may,217,7,-1,0,unknown,no,35962,2024-03-01,1.48,no
28,blue-collar,single,primary,no,16,yes,no,cellular,8,may,217,7,-1,0,unknown,no,35962,2023-12-09,1.54,no
43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,216,2,368,2,failure,no,35963,2024-09-28,50.5,no
43,blue-collar,married,secondary,no,490,yes,no,cellular,8,may,216,2,368,2,failure,no,35963,2024-11-07,69.59,no
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152,2,347,1,failure,no,35964,2023-04-11,2.11,no
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152,2,347,1,failure,no,35964,2024-08-03,2.24,no
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes,35965,2023-08-09,38.26,yes
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes,35965,2024-08-08,24.91,yes
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes,35965,2023-04-23,28.23,yes
34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,no,35966,2024-07-30,21.37,no
34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,no,35966,2024-03-09,25.27,no
34,blue-collar,married,primary,no,174,yes,no,cellular,8,may,405,3,-1,0,unknown,no,35966,2023-02-20,19.33,no
30,blue-collar,married,secondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no,35967,2024-01-02,2.12,no
30,blue-collar,married,secondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no,35967,2024-09-13,1.91,no
30,blue-collar,married,secondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no,35967,2023-07-11,1.93,no
30,blue-collar,married,secondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no,35967,2023-09-24,2.29,no
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes,35968,2024-09-19,146.53,yes
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes,35968,2024-03-11,97.43,yes
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes,35968,2024-11-11,59.2,yes
40,services,married,primary,no,170,yes,yes,cellular,8,may,361,3,-1,0,unknown,no,35969,2024-05-09,24.03,no
40,services,married,primary,no,170,yes,yes,cellular,8,may,361,3,-1,0,unknown,no,35969,2024-06-06,22.69,no
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no,35970,2024-10-10,93.57,no
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no,35970,2023-12-01,68.92,no
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no,35970,2023-05-28,119.79,no
50,services,divorced,secondary,no,81,no,no,cellular,8,may,746,2,-1,0,unknown,no,35971,2024-08-25,11.05,no
50,services,divorced,secondary,no,81,no,no,cellular,8,may,746,2,-1,0,unknown,no,35971,2023-07-05,4.77,no
50,services,divorced,secondary,no,81,no,no,cellular,8,may,746,2,-1,0,unknown,no,35971,2023-10-17,5.09,no
50,services,divorced,secondary,no,81,no,no,cellular,8,may,746,2,-1,0,unknown,no,35971,2024-10-30,8.66,no
37,services,single,secondary,no,393,yes,no,cellular,8,may,348,4,350,2,other,no,35972,2023-10-20,58.53,no
37,services,single,secondary,no,393,yes,no,cellular,8,may,348,4,350,2,other,no,35972,2023-06-04,53.74,no
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973,2023-06-01,146.22,no
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973,2023-12-16,144.7,no
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973,2023-08-09,86.02,no
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973,2023-09-01,69.52,no
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973,2023-02-01,62.95,no
36,blue-collar,married,primary,no,0,yes,no,cellular,8,may,108,2,367,2,failure,no,35974,2024-02-15,135.35,no
36,blue-collar,married,primary,no,0,yes,no,cellular,8,may,108,2,367,2,failure,no,35974,2024-02-21,78.29,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,583,2,-1,0,unknown,no,35975,2024-02-05,76.51,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,583,2,-1,0,unknown,no,35975,2024-11-16,53.69,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,583,2,-1,0,unknown,no,35975,2024-03-06,139.52,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,583,2,-1,0,unknown,no,35975,2024-02-07,131.94,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,may,583,2,-1,0,unknown,no,35975,2024-04-19,149.5,no
32,blue-collar,married,secondary,no,95,yes,no,telephone,8,may,265,4,337,2,failure,no,35976,2023-12-26,10.74,no
32,blue-collar,married,secondary,no,95,yes,no,telephone,8,may,265,4,337,2,failure,no,35976,2024-07-15,11.06,no
34,admin.,married,secondary,no,471,yes,no,cellular,8,may,146,3,340,2,failure,no,35977,2023-02-14,48.6,no
34,admin.,married,secondary,no,471,yes,no,cellular,8,may,146,3,340,2,failure,no,35977,2023-12-19,57.49,no
43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,no,35978,2024-04-13,8.49,no
43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,no,35978,2024-07-12,7.73,no
40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown,no,35979,2023-03-23,102.62,no
40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown,no,35979,2023-09-07,91.83,no
40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown,no,35979,2024-02-13,99.02,no
40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown,no,35979,2023-08-24,180.73,no
40,self-employed,married,secondary,no,1270,yes,no,cellular,8,may,1049,2,-1,0,unknown,no,35979,2024-07-04,152.3,no
52,management,single,tertiary,no,824,no,no,cellular,8,may,466,1,354,2,failure,no,35980,2024-07-29,121.29,no
52,management,single,tertiary,no,824,no,no,cellular,8,may,466,1,354,2,failure,no,35980,2023-07-21,119.94,no
34,self-employed,single,tertiary,no,366,yes,no,cellular,8,may,348,4,-1,0,unknown,no,35981,2024-02-28,40.64,no
34,self-employed,single,tertiary,no,366,yes,no,cellular,8,may,348,4,-1,0,unknown,no,35981,2023-06-19,20.13,no
34,self-employed,single,tertiary,no,366,yes,no,cellular,8,may,348,4,-1,0,unknown,no,35981,2023-07-08,34.91,no
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no,35982,2023-11-09,16.75,no
36,blue-collar,married,secondary,no,153,yes,no,cellular,8,may,263,1,171,2,failure,no,35982,2023-03-01,14.03,no
38,blue-collar,married,secondary,no,395,yes,no,cellular,8,may,83,1,367,2,failure,no,35983,2024-09-08,38.44,no
38,blue-collar,married,secondary,no,395,yes,no,cellular,8,may,83,1,367,2,failure,no,35983,2024-07-15,41.96,no
44,technician,single,secondary,no,140,yes,no,cellular,8,may,324,2,268,2,failure,no,35984,2023-09-10,18.87,no
44,technician,single,secondary,no,140,yes,no,cellular,8,may,324,2,268,2,failure,no,35984,2024-11-22,10.6,no
48,blue-collar,married,primary,no,1778,yes,no,telephone,8,may,267,3,-1,0,unknown,no,35985,2024-11-09,259.43,no
48,blue-collar,married,primary,no,1778,yes,no,telephone,8,may,267,3,-1,0,unknown,no,35985,2024-04-15,224.87,no
48,blue-collar,married,primary,no,1778,yes,no,telephone,8,may,267,3,-1,0,unknown,no,35985,2024-05-09,117.11,no
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35986,2023-08-27,39.66,no
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35986,2024-10-04,33.7,no
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35986,2024-06-17,42.87,no
39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35986,2024-03-26,44.28,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no,35987,2023-08-08,11.96,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no,35987,2023-11-03,29.58,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no,35987,2024-08-09,24.62,no
41,blue-collar,married,secondary,no,211,yes,no,telephone,8,may,546,3,368,4,failure,no,35987,2024-11-13,28.04,no
44,technician,divorced,secondary,no,177,yes,no,cellular,8,may,364,1,365,3,failure,no,35988,2023-05-14,25.3,no
44,technician,divorced,secondary,no,177,yes,no,cellular,8,may,364,1,365,3,failure,no,35988,2023-09-05,16.93,no
44,technician,divorced,secondary,no,177,yes,no,cellular,8,may,364,1,365,3,failure,no,35988,2023-05-19,21.76,no
55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,no,35989,2023-07-23,194.25,no
55,blue-collar,married,secondary,no,1569,yes,no,cellular,8,may,156,4,-1,0,unknown,no,35989,2023-08-01,194.54,no
42,management,married,secondary,no,3018,yes,no,cellular,8,may,288,3,172,2,failure,no,35990,2024-05-30,427.56,no
42,management,married,secondary,no,3018,yes,no,cellular,8,may,288,3,172,2,failure,no,35990,2024-10-12,278.5,no
34,services,married,secondary,no,-85,yes,no,cellular,8,may,129,4,-1,0,unknown,no,35991,2024-02-26,92.23,no
34,services,married,secondary,no,-85,yes,no,cellular,8,may,129,4,-1,0,unknown,no,35991,2023-11-10,138.0,no
34,services,married,secondary,no,-85,yes,no,cellular,8,may,129,4,-1,0,unknown,no,35991,2023-03-12,99.96,no
26,admin.,married,secondary,no,354,yes,no,cellular,8,may,282,5,347,5,other,no,35992,2024-10-13,35.6,no
26,admin.,married,secondary,no,354,yes,no,cellular,8,may,282,5,347,5,other,no,35992,2024-11-24,22.84,no
26,admin.,married,secondary,no,354,yes,no,cellular,8,may,282,5,347,5,other,no,35992,2023-07-25,18.96,no
26,admin.,married,secondary,no,354,yes,no,cellular,8,may,282,5,347,5,other,no,35992,2023-03-01,48.99,no
26,admin.,married,secondary,no,354,yes,no,cellular,8,may,282,5,347,5,other,no,35992,2024-02-28,46.8,no
36,technician,married,secondary,no,-355,yes,no,cellular,8,may,89,1,-1,0,unknown,no,35993,2023-01-27,82.6,no
36,technician,married,secondary,no,-355,yes,no,cellular,8,may,89,1,-1,0,unknown,no,35993,2023-03-21,69.15,no
36,technician,married,secondary,no,-355,yes,no,cellular,8,may,89,1,-1,0,unknown,no,35993,2023-03-02,78.22,no
36,technician,married,secondary,no,-355,yes,no,cellular,8,may,89,1,-1,0,unknown,no,35993,2024-02-13,122.75,no
36,unemployed,married,primary,no,771,yes,no,cellular,8,may,152,1,-1,0,unknown,no,35994,2023-09-02,80.18,no
36,unemployed,married,primary,no,771,yes,no,cellular,8,may,152,1,-1,0,unknown,no,35994,2023-01-22,107.88,no
36,blue-collar,married,secondary,no,55,yes,no,cellular,8,may,323,1,-1,0,unknown,no,35995,2024-10-08,7.02,no
36,blue-collar,married,secondary,no,55,yes,no,cellular,8,may,323,1,-1,0,unknown,no,35995,2024-11-29,4.14,no
36,blue-collar,married,secondary,no,55,yes,no,cellular,8,may,323,1,-1,0,unknown,no,35995,2024-02-04,7.71,no
54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,no,35996,2024-11-07,47.22,no
54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,no,35996,2023-08-16,31.2,no
54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,no,35996,2024-12-24,61.51,no
54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,no,35996,2023-08-12,46.5,no
50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no,35997,2023-04-22,56.57,no
50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no,35997,2023-08-17,57.03,no
50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no,35997,2023-06-30,37.06,no
50,blue-collar,single,primary,no,496,yes,no,cellular,8,may,108,1,-1,0,unknown,no,35997,2023-02-03,42.16,no
49,retired,married,secondary,no,993,yes,yes,cellular,8,may,199,1,301,2,other,no,35998,2023-07-21,56.85,no
49,retired,married,secondary,no,993,yes,yes,cellular,8,may,199,1,301,2,other,no,35998,2024-09-27,69.53,no
33,blue-collar,married,primary,no,139,yes,no,cellular,8,may,548,1,-1,0,unknown,no,35999,2024-01-01,15.91,no
33,blue-collar,married,primary,no,139,yes,no,cellular,8,may,548,1,-1,0,unknown,no,35999,2023-04-06,9.34,no
33,blue-collar,married,primary,no,139,yes,no,cellular,8,may,548,1,-1,0,unknown,no,35999,2024-03-08,16.35,no
33,blue-collar,married,primary,no,139,yes,no,cellular,8,may,548,1,-1,0,unknown,no,35999,2024-02-10,15.63,no
33,blue-collar,married,primary,no,139,yes,no,cellular,8,may,548,1,-1,0,unknown,no,35999,2024-07-24,13.42,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no,36000,2024-03-06,109.43,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no,36000,2023-09-16,132.93,no
39,blue-collar,married,secondary,no,-405,yes,no,cellular,8,may,177,1,-1,0,unknown,no,36000,2023-04-17,64.34,no
29,management,single,tertiary,no,572,yes,no,telephone,8,may,72,6,181,1,success,no,36001,2024-10-05,62.54,no
29,management,single,tertiary,no,572,yes,no,telephone,8,may,72,6,181,1,success,no,36001,2023-03-04,78.13,no
34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,1,-1,0,unknown,no,36002,2023-03-14,0.4,no
34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,1,-1,0,unknown,no,36002,2023-04-27,0.41,no
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no,36003,2024-07-31,17.84,no
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no,36003,2023-07-13,45.65,no
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no,36003,2024-07-29,30.82,no
51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no,36003,2024-04-08,20.89,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no,36004,2024-02-18,100.68,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no,36004,2024-11-10,87.22,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no,36004,2024-04-05,172.48,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no,36004,2023-09-14,149.36,no
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,0,unknown,yes,36005,2023-10-01,133.43,yes
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,0,unknown,yes,36005,2023-12-30,210.04,yes
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,0,unknown,yes,36005,2024-04-10,116.49,yes
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,0,unknown,yes,36005,2023-08-17,132.66,yes
34,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,81,2,365,1,failure,no,36006,2024-04-09,8.24,no
34,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,81,2,365,1,failure,no,36006,2023-05-10,17.09,no
42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,358,5,failure,no,36007,2023-11-21,59.78,no
42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,358,5,failure,no,36007,2023-06-14,56.97,no
42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,358,5,failure,no,36007,2024-01-16,82.46,no
42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,358,5,failure,no,36007,2023-03-28,75.33,no
42,services,married,secondary,no,714,yes,yes,cellular,8,may,211,1,358,5,failure,no,36007,2024-07-26,74.04,no
42,admin.,divorced,secondary,no,256,no,no,cellular,8,may,322,1,323,1,failure,no,36008,2023-02-10,26.06,no
42,admin.,divorced,secondary,no,256,no,no,cellular,8,may,322,1,323,1,failure,no,36008,2024-03-13,14.9,no
37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,no,36009,2024-05-22,9.49,no
37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,no,36009,2023-08-20,9.01,no
37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,no,36009,2023-01-09,13.47,no
37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,no,36009,2024-04-03,6.28,no
37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,no,36009,2024-03-30,5.56,no
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010,2024-03-04,66.61,no
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010,2024-07-08,62.59,no
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010,2024-12-23,64.52,no
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010,2023-08-21,69.39,no
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010,2024-01-21,37.34,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no,36011,2023-02-03,17.46,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no,36011,2024-04-24,25.36,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no,36011,2024-09-03,17.46,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no,36011,2024-02-06,19.42,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,2,-1,0,unknown,no,36011,2023-04-02,11.54,no
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,unknown,no,36012,2024-09-09,27.15,no
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,unknown,no,36012,2023-12-03,44.63,no
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,no,36013,2023-10-28,121.59,no
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,no,36013,2023-03-30,125.87,no
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,no,36013,2024-08-18,148.69,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,no,36014,2024-03-11,68.73,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,no,36014,2024-05-18,65.39,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,no,36014,2024-12-02,72.62,no
57,management,married,secondary,no,657,yes,no,telephone,11,may,20,5,-1,0,unknown,no,36014,2023-12-26,55.23,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2023-03-09,104.77,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2024-06-30,148.12,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2024-12-25,108.75,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2024-05-24,188.54,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2023-03-04,155.84,no
38,technician,married,secondary,no,1333,yes,no,telephone,11,may,21,5,346,6,other,no,36015,2023-10-04,74.4,no
46,admin.,divorced,primary,no,1807,yes,no,cellular,11,may,62,3,339,2,failure,no,36016,2024-02-11,145.73,no
46,admin.,divorced,primary,no,1807,yes,no,cellular,11,may,62,3,339,2,failure,no,36016,2023-06-04,196.71,no
29,blue-collar,married,secondary,no,37,yes,no,cellular,11,may,138,3,353,1,other,no,36017,2024-05-28,3.31,no
29,blue-collar,married,secondary,no,37,yes,no,cellular,11,may,138,3,353,1,other,no,36017,2023-12-22,2.54,no
36,technician,married,secondary,no,432,yes,no,cellular,11,may,61,3,255,2,failure,no,36018,2023-07-25,22.99,no
36,technician,married,secondary,no,432,yes,no,cellular,11,may,61,3,255,2,failure,no,36018,2023-06-19,55.76,no
46,blue-collar,married,primary,no,0,yes,no,telephone,11,may,30,4,304,2,other,no,36019,2023-02-18,148.85,no
46,blue-collar,married,primary,no,0,yes,no,telephone,11,may,30,4,304,2,other,no,36019,2023-07-08,129.51,no
34,technician,single,secondary,no,664,yes,yes,cellular,11,may,88,2,343,2,other,no,36020,2023-07-15,56.6,no
34,technician,single,secondary,no,664,yes,yes,cellular,11,may,88,2,343,2,other,no,36020,2023-01-08,39.57,no
45,technician,married,secondary,no,1412,yes,no,cellular,11,may,764,4,-1,0,unknown,no,36021,2024-04-22,159.36,no
